Location ID,Observed Property ID,Observed DateTime,Result Value,Result Unit,Lab: MDL,,,,,,,,,
WULE,Total Nitrogen as N,2026-01-19 12:00:00.000+10:00,0.5,mg/L,0.1,,,,,,,,,
WULW,Total Phosphorus as P,2026-01-19 12:00:00.000+10:00,0.04,mg/L,0.01,,,,,,,,,
WULM,Total Phosphorus as P,2026-01-19 12:00:00.000+10:00,0.02,mg/L,0.01,,,,,,,,,
WULE,Total Phosphorus as P,2026-01-19 12:00:00.000+10:00,0.01,mg/L,0.01,,,,,,,,,
WULE,Total suspended solids,2026-01-19 12:00:00.000+10:00,,mg/L,5,,,,,,,,,
WULW,Total suspended solids,2026-01-19 12:00:00.000+10:00,,mg/L,5,,,,,,,,,
WULM,Total suspended solids,2026-01-19 12:00:00.000+10:00,,mg/L,5,,,,,,,,,
WULE,Ammonia as N,2025-11-24 12:00:00.000+10:00,0.01,mg/L,0.01,,,,WULW,Total Nitrogen as N,2024-04-02 12:00:00.000+10:00,0.6,mg/L,0.1
WULM,Ammonia as N,2025-11-24 12:00:00.000+10:00,,mg/L,0.01,,,,WULE,Total Nitrogen as N,2024-04-02 12:00:00.000+10:00,0.6,mg/L,0.1
WULW,Ammonia as N,2025-11-24 12:00:00.000+10:00,,mg/L,0.01,,,,WULM,Total Nitrogen as N,2024-04-02 12:00:00.000+10:00,0.6,mg/L,0.1
WULM,Dissolved Reactive Phosphorus as P,2025-11-24 12:00:00.000+10:00,,mg/L,0.01,,,,WULM,Total Nitrogen as N,2024-03-18 12:00:00.000+10:00,0.6,mg/L,0.1
WULE,Dissolved Reactive Phosphorus as P,2025-11-24 12:00:00.000+10:00,,mg/L,0.01,,,,WULE,Total Nitrogen as N,2024-03-18 12:00:00.000+10:00,0.6,mg/L,0.1
WULW,Dissolved Reactive Phosphorus as P,2025-11-24 12:00:00.000+10:00,,mg/L,0.01,,,,WULW,Total Nitrogen as N,2024-03-18 12:00:00.000+10:00,0.7,mg/L,0.1
WULW,Nitrate as N,2025-11-24 12:00:00.000+10:00,,mg/L,0.01,,,,WULE,Total Nitrogen as N,2024-03-04 12:00:00.000+10:00,0.6,mg/L,0.1
WULE,Nitrate as N,2025-11-24 12:00:00.000+10:00,,mg/L,0.01,,,,WULW,Total Nitrogen as N,2024-03-04 12:00:00.000+10:00,0.6,mg/L,0.1
WULM,Nitrate as N,2025-11-24 12:00:00.000+10:00,,mg/L,0.01,,,,WULM,Total Nitrogen as N,2024-03-04 12:00:00.000+10:00,0.5,mg/L,0.1
WULM,Nitrite + Nitrate as N,2025-11-24 12:00:00.000+10:00,,mg/L,0.01,,,,WULW,Total Nitrogen as N,2024-02-19 12:00:00.000+10:00,0.8,mg/L,0.1
WULW,Nitrite + Nitrate as N,2025-11-24 12:00:00.000+10:00,,mg/L,0.01,,,,WULM,Total Nitrogen as N,2024-02-19 12:00:00.000+10:00,0.7,mg/L,0.1
WULE,Nitrite + Nitrate as N,2025-11-24 12:00:00.000+10:00,,mg/L,0.01,,,,WULM,Total Nitrogen as N,2024-02-09 12:00:00.000+11:00,0.5,mg/L,0.1
WULE,Nitrite as N,2025-11-24 12:00:00.000+10:00,,mg/L,0.01,,,,WULE,Total Nitrogen as N,2024-02-09 12:00:00.000+11:00,0.6,mg/L,0.1
WULW,Nitrite as N,2025-11-24 12:00:00.000+10:00,,mg/L,0.01,,,,WULW,Total Nitrogen as N,2024-02-09 12:00:00.000+11:00,0.5,mg/L,0.1
WULM,Nitrite as N,2025-11-24 12:00:00.000+10:00,,mg/L,0.01,,,,WULE,Total Nitrogen as N,2024-02-05 12:00:00.000+10:00,0.5,mg/L,0.1
WULE,Total Kjeldahl Nitrogen as N,2025-11-24 12:00:00.000+10:00,0.3,mg/L,0.1,,,,WULM,Total Nitrogen as N,2024-02-05 12:00:00.000+10:00,0.6,mg/L,0.1
WULW,Total Kjeldahl Nitrogen as N,2025-11-24 12:00:00.000+10:00,0.4,mg/L,0.1,,,,WULW,Total Nitrogen as N,2024-02-05 12:00:00.000+10:00,0.6,mg/L,0.1
WULM,Total Kjeldahl Nitrogen as N,2025-11-24 12:00:00.000+10:00,0.4,mg/L,0.1,,,,WULW,Total Nitrogen as N,2024-01-22 12:00:00.000+10:00,0.5,mg/L,0.1
WULE,Total Nitrogen as N,2025-11-24 12:00:00.000+10:00,0.3,mg/L,0.1,,,,,,,,,
WULM,Total Nitrogen as N,2025-11-24 12:00:00.000+10:00,0.4,mg/L,0.1,,,,,,,,,
WULW,Total Nitrogen as N,2025-11-24 12:00:00.000+10:00,0.4,mg/L,0.1,,,,,,,,,
WULM,Total Phosphorus as P,2025-11-24 12:00:00.000+10:00,0.01,mg/L,0.01,,,,,,,,,
WULW,Total Phosphorus as P,2025-11-24 12:00:00.000+10:00,0.03,mg/L,0.01,,,,,,,,,
WULE,Total Phosphorus as P,2025-11-24 12:00:00.000+10:00,0.02,mg/L,0.01,,,,,,,,,
WULM,Total suspended solids,2025-11-24 12:00:00.000+10:00,,mg/L,5,,,,,,,,,
WULE,Total suspended solids,2025-11-24 12:00:00.000+10:00,,mg/L,5,,,,,,,,,
WULW,Total suspended solids,2025-11-24 12:00:00.000+10:00,,mg/L,5,,,,,,,,,
WULE,Ammonia as N,2025-11-10 12:00:00.000+10:00,,mg/L,0.01,,,,WULW,Total Nitrogen as N,2023-12-11 12:00:00.000+10:00,0.5,mg/L,0.1
WULW,Ammonia as N,2025-11-10 12:00:00.000+10:00,,mg/L,0.01,,,,WULM,Total Nitrogen as N,2023-12-11 12:00:00.000+10:00,0.4,mg/L,0.1
WULM,Ammonia as N,2025-11-10 12:00:00.000+10:00,,mg/L,0.01,,,,WULW,Total Nitrogen as N,2023-11-27 12:00:00.000+10:00,0.4,mg/L,0.1
WULW,Dissolved Reactive Phosphorus as P,2025-11-10 12:00:00.000+10:00,,mg/L,0.01,,,,WULM,Total Nitrogen as N,2023-11-27 12:00:00.000+10:00,0.3,mg/L,0.1
WULM,Dissolved Reactive Phosphorus as P,2025-11-10 12:00:00.000+10:00,,mg/L,0.01,,,,WULE,Total Nitrogen as N,2023-11-27 12:00:00.000+10:00,0.3,mg/L,0.1
WULE,Dissolved Reactive Phosphorus as P,2025-11-10 12:00:00.000+10:00,,mg/L,0.01,,,,WULE,Total Nitrogen as N,2023-11-13 12:00:00.000+10:00,0.5,mg/L,0.1
WULM,Nitrate as N,2025-11-10 12:00:00.000+10:00,0.02,mg/L,0.01,,,,WULW,Total Nitrogen as N,2023-11-13 12:00:00.000+10:00,0.5,mg/L,0.1
WULW,Nitrate as N,2025-11-10 12:00:00.000+10:00,,mg/L,0.01,,,,WULM,Total Nitrogen as N,2023-11-13 12:00:00.000+10:00,0.5,mg/L,0.1
WULE,Nitrate as N,2025-11-10 12:00:00.000+10:00,0.01,mg/L,0.01,,,,WULW,Total Nitrogen as N,2023-10-31 12:00:00.000+10:00,0.4,mg/L,0.1
WULM,Nitrite + Nitrate as N,2025-11-10 12:00:00.000+10:00,0.02,mg/L,0.01,,,,WULM,Total Nitrogen as N,2023-10-31 12:00:00.000+10:00,0.4,mg/L,0.1
WULW,Nitrite + Nitrate as N,2025-11-10 12:00:00.000+10:00,,mg/L,0.01,,,,WULE,Total Nitrogen as N,2023-10-31 12:00:00.000+10:00,0.3,mg/L,0.1
WULE,Nitrite + Nitrate as N,2025-11-10 12:00:00.000+10:00,0.01,mg/L,0.01,,,,WULW,Total Nitrogen as N,2023-10-16 12:00:00.000+10:00,0.4,mg/L,0.1
WULW,Nitrite as N,2025-11-10 12:00:00.000+10:00,,mg/L,0.01,,,,WULE,Total Nitrogen as N,2023-10-16 12:00:00.000+10:00,0.4,mg/L,0.1
WULM,Nitrite as N,2025-11-10 12:00:00.000+10:00,,mg/L,0.01,,,,WULM,Total Nitrogen as N,2023-10-16 12:00:00.000+10:00,0.4,mg/L,0.1
WULE,Nitrite as N,2025-11-10 12:00:00.000+10:00,,mg/L,0.01,,,,WULW,Total Nitrogen as N,2023-10-03 12:00:00.000+10:00,0.4,mg/L,0.1
WULE,Total Kjeldahl Nitrogen as N,2025-11-10 12:00:00.000+10:00,0.3,mg/L,0.1,,,,WULM,Total Nitrogen as N,2023-10-03 12:00:00.000+10:00,0.4,mg/L,0.1
WULM,Total Kjeldahl Nitrogen as N,2025-11-10 12:00:00.000+10:00,0.4,mg/L,0.1,,,,WULE,Total Nitrogen as N,2023-10-03 12:00:00.000+10:00,0.4,mg/L,0.1
WULW,Total Kjeldahl Nitrogen as N,2025-11-10 12:00:00.000+10:00,0.4,mg/L,0.1,,,,WULM,Total Nitrogen as N,2023-09-18 12:00:00.000+10:00,0.5,mg/L,0.1
WULE,Total Nitrogen as N,2025-11-10 12:00:00.000+10:00,0.3,mg/L,0.1,,,,,,,,,
WULM,Total Nitrogen as N,2025-11-10 12:00:00.000+10:00,0.4,mg/L,0.1,,,,,,,,,
WULW,Total Nitrogen as N,2025-11-10 12:00:00.000+10:00,0.4,mg/L,0.1,,,,,,,,,
WULE,Total Phosphorus as P,2025-11-10 12:00:00.000+10:00,0.03,mg/L,0.01,,,,,,,,,
WULW,Total Phosphorus as P,2025-11-10 12:00:00.000+10:00,0.03,mg/L,0.01,,,,,,,,,
WULM,Total Phosphorus as P,2025-11-10 12:00:00.000+10:00,0.01,mg/L,0.01,,,,,,,,,
WULM,Total suspended solids,2025-11-10 12:00:00.000+10:00,,mg/L,5,,,,,,,,,
WULE,Total suspended solids,2025-11-10 12:00:00.000+10:00,,mg/L,5,,,,,,,,,
WULW,Total suspended solids,2025-11-10 12:00:00.000+10:00,,mg/L,5,,,,,,,,,
WULW,Ammonia as N,2025-10-27 12:00:00.000+10:00,,mg/L,0.01,,,,WULE,Total Nitrogen as N,2023-07-03 12:00:00.000+10:00,0.5,mg/L,0.1
WULE,Ammonia as N,2025-10-27 12:00:00.000+10:00,,mg/L,0.01,,,,WULM,Total Nitrogen as N,2023-07-03 12:00:00.000+10:00,0.5,mg/L,0.1
WULM,Ammonia as N,2025-10-27 12:00:00.000+10:00,,mg/L,0.01,,,,WULW,Total Nitrogen as N,2023-06-05 12:00:00.000+10:00,0.4,mg/L,0.1
WULE,Dissolved Reactive Phosphorus as P,2025-10-27 12:00:00.000+10:00,,mg/L,0.01,,,,WULE,Total Nitrogen as N,2023-06-05 12:00:00.000+10:00,0.8,mg/L,0.1
WULM,Dissolved Reactive Phosphorus as P,2025-10-27 12:00:00.000+10:00,,mg/L,0.01,,,,WULM,Total Nitrogen as N,2023-06-05 12:00:00.000+10:00,0.5,mg/L,0.1
WULW,Dissolved Reactive Phosphorus as P,2025-10-27 12:00:00.000+10:00,,mg/L,0.01,,,,WULM,Total Nitrogen as N,2023-05-03 12:00:00.000+10:00,0.4,mg/L,0.1
WULM,Nitrate as N,2025-10-27 12:00:00.000+10:00,,mg/L,0.01,,,,WULW,Total Nitrogen as N,2023-05-03 12:00:00.000+10:00,0.4,mg/L,0.1
WULE,Nitrate as N,2025-10-27 12:00:00.000+10:00,,mg/L,0.01,,,,WULE,Total Nitrogen as N,2023-05-03 12:00:00.000+10:00,0.5,mg/L,0.1
WULW,Nitrate as N,2025-10-27 12:00:00.000+10:00,,mg/L,0.01,,,,WULM,Total Nitrogen as N,2023-04-17 12:00:00.000+10:00,0.6,mg/L,0.1
WULE,Nitrite + Nitrate as N,2025-10-27 12:00:00.000+10:00,,mg/L,0.01,,,,WULW,Total Nitrogen as N,2023-04-17 12:00:00.000+10:00,0.5,mg/L,0.1
WULW,Nitrite + Nitrate as N,2025-10-27 12:00:00.000+10:00,,mg/L,0.01,,,,WULE,Total Nitrogen as N,2023-04-17 12:00:00.000+10:00,0.6,mg/L,0.1
WULM,Nitrite + Nitrate as N,2025-10-27 12:00:00.000+10:00,,mg/L,0.01,,,,WULW,Total Nitrogen as N,2023-04-03 12:00:00.000+10:00,0.6,mg/L,0.1
WULE,Nitrite as N,2025-10-27 12:00:00.000+10:00,,mg/L,0.01,,,,WULM,Total Nitrogen as N,2023-04-03 12:00:00.000+10:00,0.7,mg/L,0.1
WULW,Nitrite as N,2025-10-27 12:00:00.000+10:00,,mg/L,0.01,,,,WULE,Total Nitrogen as N,2023-04-03 12:00:00.000+10:00,0.7,mg/L,0.1
WULM,Nitrite as N,2025-10-27 12:00:00.000+10:00,,mg/L,0.01,,,,WULE,Total Nitrogen as N,2023-03-20 12:00:00.000+10:00,0.5,mg/L,0.1
WULW,Total Kjeldahl Nitrogen as N,2025-10-27 12:00:00.000+10:00,0.4,mg/L,0.1,,,,WULM,Total Nitrogen as N,2023-03-20 12:00:00.000+10:00,0.5,mg/L,0.1
WULM,Total Kjeldahl Nitrogen as N,2025-10-27 12:00:00.000+10:00,0.4,mg/L,0.1,,,,WULW,Total Nitrogen as N,2023-03-20 12:00:00.000+10:00,0.5,mg/L,0.1
WULE,Total Kjeldahl Nitrogen as N,2025-10-27 12:00:00.000+10:00,0.4,mg/L,0.1,,,,WULM,Total Nitrogen as N,2023-03-06 12:00:00.000+10:00,0.6,mg/L,0.1
WULE,Total Nitrogen as N,2025-10-27 12:00:00.000+10:00,0.4,mg/L,0.1,,,,,,,,,
WULW,Total Nitrogen as N,2025-10-27 12:00:00.000+10:00,0.4,mg/L,0.1,,,,,,,,,
WULM,Total Nitrogen as N,2025-10-27 12:00:00.000+10:00,0.4,mg/L,0.1,,,,,,,,,
WULM,Total Phosphorus as P,2025-10-27 12:00:00.000+10:00,0.02,mg/L,0.01,,,,,,,,,
WULW,Total Phosphorus as P,2025-10-27 12:00:00.000+10:00,0.01,mg/L,0.01,,,,,,,,,
WULE,Total Phosphorus as P,2025-10-27 12:00:00.000+10:00,,mg/L,0.01,,,,,,,,,
WULE,Total suspended solids,2025-10-27 12:00:00.000+10:00,,mg/L,5,,,,,,,,,
WULM,Total suspended solids,2025-10-27 12:00:00.000+10:00,,mg/L,5,,,,,,,,,
WULW,Total suspended solids,2025-10-27 12:00:00.000+10:00,,mg/L,5,,,,,,,,,
WULM,Ammonia as N,2025-10-13 12:00:00.000+10:00,0.03,mg/L,0.01,,,,WULW,Total Nitrogen as N,2023-01-09 12:00:00.000+10:00,0.5,mg/L,0.1
WULW,Ammonia as N,2025-10-13 12:00:00.000+10:00,0.03,mg/L,0.01,,,,WULE,Total Nitrogen as N,2023-01-09 12:00:00.000+10:00,0.5,mg/L,0.1
WULE,Ammonia as N,2025-10-13 12:00:00.000+10:00,0.02,mg/L,0.01,,,,WULE,Total Nitrogen as N,2023-01-03 12:00:00.000+10:00,0.5,mg/L,0.1
WULM,Dissolved Reactive Phosphorus as P,2025-10-13 12:00:00.000+10:00,,mg/L,0.01,,,,WULM,Total Nitrogen as N,2023-01-03 12:00:00.000+10:00,0.5,mg/L,0.1
WULE,Dissolved Reactive Phosphorus as P,2025-10-13 12:00:00.000+10:00,,mg/L,0.01,,,,WULW,Total Nitrogen as N,2023-01-03 12:00:00.000+10:00,0.5,mg/L,0.1
WULW,Dissolved Reactive Phosphorus as P,2025-10-13 12:00:00.000+10:00,,mg/L,0.01,,,,WULW,Total Nitrogen as N,2022-12-12 12:00:00.000+10:00,0.6,mg/L,0.1
WULM,Nitrate as N,2025-10-13 12:00:00.000+10:00,,mg/L,0.01,,,,WULE,Total Nitrogen as N,2022-12-12 12:00:00.000+10:00,0.4,mg/L,0.1
WULE,Nitrate as N,2025-10-13 12:00:00.000+10:00,,mg/L,0.01,,,,WULM,Total Nitrogen as N,2022-12-12 12:00:00.000+10:00,0.4,mg/L,0.1
WULW,Nitrate as N,2025-10-13 12:00:00.000+10:00,,mg/L,0.01,,,,WULM,Total Nitrogen as N,2022-11-28 12:00:00.000+10:00,0.4,mg/L,0.1
WULE,Nitrite + Nitrate as N,2025-10-13 12:00:00.000+10:00,,mg/L,0.01,,,,WULW,Total Nitrogen as N,2022-11-28 12:00:00.000+10:00,0.5,mg/L,0.1
WULW,Nitrite + Nitrate as N,2025-10-13 12:00:00.000+10:00,,mg/L,0.01,,,,WULE,Total Nitrogen as N,2022-11-28 12:00:00.000+10:00,0.4,mg/L,0.1
WULM,Nitrite + Nitrate as N,2025-10-13 12:00:00.000+10:00,,mg/L,0.01,,,,WULE,Total Nitrogen as N,2022-11-14 12:00:00.000+10:00,0.5,mg/L,0.1
WULW,Nitrite as N,2025-10-13 12:00:00.000+10:00,,mg/L,0.01,,,,,,,,,
WULM,Nitrite as N,2025-10-13 12:00:00.000+10:00,,mg/L,0.01,,,,,,,,,
WULE,Nitrite as N,2025-10-13 12:00:00.000+10:00,,mg/L,0.01,,,,,,,,,
WULM,Total Kjeldahl Nitrogen as N,2025-10-13 12:00:00.000+10:00,0.4,mg/L,0.1,,,,,,,,,
WULE,Total Kjeldahl Nitrogen as N,2025-10-13 12:00:00.000+10:00,0.4,mg/L,0.1,,,,,,,,,
WULW,Total Kjeldahl Nitrogen as N,2025-10-13 12:00:00.000+10:00,0.5,mg/L,0.1,,,,,,,,,
WULM,Total Nitrogen as N,2025-10-13 12:00:00.000+10:00,0.4,mg/L,0.1,,,,,,,,,
WULE,Total Nitrogen as N,2025-10-13 12:00:00.000+10:00,0.4,mg/L,0.1,,,,,,,,,
WULW,Total Nitrogen as N,2025-10-13 12:00:00.000+10:00,0.5,mg/L,0.1,,,,,,,,,
WULW,Total Phosphorus as P,2025-10-13 12:00:00.000+10:00,,mg/L,0.01,,,,,,,,,
WULE,Total Phosphorus as P,2025-10-13 12:00:00.000+10:00,,mg/L,0.01,,,,,,,,,
WULM,Total Phosphorus as P,2025-10-13 12:00:00.000+10:00,,mg/L,0.01,,,,,,,,,
WULW,Total suspended solids,2025-10-13 12:00:00.000+10:00,,mg/L,5,,,,,,,,,
WULM,Total suspended solids,2025-10-13 12:00:00.000+10:00,,mg/L,5,,,,,,,,,
WULE,Total suspended solids,2025-10-13 12:00:00.000+10:00,,mg/L,5,,,,,,,,,
WULM,Ammonia as N,2025-09-29 12:00:00.000+10:00,0.01,mg/L,0.01,,,,,,,,,
WULE,Ammonia as N,2025-09-29 12:00:00.000+10:00,0.01,mg/L,0.01,,,,,,,,,
WULW,Ammonia as N,2025-09-29 12:00:00.000+10:00,0.01,mg/L,0.01,,,,,,,,,
WULM,Dissolved Reactive Phosphorus as P,2025-09-29 12:00:00.000+10:00,,mg/L,0.01,,,,,,,,,
WULW,Dissolved Reactive Phosphorus as P,2025-09-29 12:00:00.000+10:00,,mg/L,0.01,,,,,,,,,
WULE,Dissolved Reactive Phosphorus as P,2025-09-29 12:00:00.000+10:00,,mg/L,0.01,,,,,,,,,
WULW,Nitrate as N,2025-09-29 12:00:00.000+10:00,0.01,mg/L,0.01,,,,,,,,,
WULE,Nitrate as N,2025-09-29 12:00:00.000+10:00,0.02,mg/L,0.01,,,,,,,,,
WULM,Nitrate as N,2025-09-29 12:00:00.000+10:00,0.01,mg/L,0.01,,,,,,,,,
WULM,Nitrite + Nitrate as N,2025-09-29 12:00:00.000+10:00,0.01,mg/L,0.01,,,,,,,,,
WULE,Nitrite + Nitrate as N,2025-09-29 12:00:00.000+10:00,0.02,mg/L,0.01,,,,,,,,,
WULW,Nitrite + Nitrate as N,2025-09-29 12:00:00.000+10:00,0.01,mg/L,0.01,,,,,,,,,
WULM,Nitrite as N,2025-09-29 12:00:00.000+10:00,,mg/L,0.01,,,,,,,,,
WULW,Nitrite as N,2025-09-29 12:00:00.000+10:00,,mg/L,0.01,,,,,,,,,
WULE,Nitrite as N,2025-09-29 12:00:00.000+10:00,,mg/L,0.01,,,,,,,,,
WULM,Total Kjeldahl Nitrogen as N,2025-09-29 12:00:00.000+10:00,0.4,mg/L,0.1,,,,,,,,,
WULE,Total Kjeldahl Nitrogen as N,2025-09-29 12:00:00.000+10:00,0.4,mg/L,0.1,,,,,,,,,
WULW,Total Kjeldahl Nitrogen as N,2025-09-29 12:00:00.000+10:00,0.4,mg/L,0.1,,,,,,,,,
WULW,Total Nitrogen as N,2025-09-29 12:00:00.000+10:00,0.4,mg/L,0.1,,,,,,,,,
WULM,Total Nitrogen as N,2025-09-29 12:00:00.000+10:00,0.4,mg/L,0.1,,,,,,,,,
WULE,Total Nitrogen as N,2025-09-29 12:00:00.000+10:00,0.4,mg/L,0.1,,,,,,,,,
WULE,Total Phosphorus as P,2025-09-29 12:00:00.000+10:00,0.04,mg/L,0.01,,,,,,,,,
WULM,Total Phosphorus as P,2025-09-29 12:00:00.000+10:00,0.05,mg/L,0.01,,,,,,,,,
WULW,Total Phosphorus as P,2025-09-29 12:00:00.000+10:00,0.03,mg/L,0.01,,,,,,,,,
WULW,Total suspended solids,2025-09-29 12:00:00.000+10:00,,mg/L,5,,,,,,,,,
WULE,Total suspended solids,2025-09-29 12:00:00.000+10:00,,mg/L,5,,,,,,,,,
WULM,Total suspended solids,2025-09-29 12:00:00.000+10:00,,mg/L,5,,,,,,,,,
WULW,Ammonia as N,2025-09-15 12:00:00.000+10:00,0.01,mg/L,0.01,,,,,,,,,
WULE,Ammonia as N,2025-09-15 12:00:00.000+10:00,0.02,mg/L,0.01,,,,,,,,,
WULM,Ammonia as N,2025-09-15 12:00:00.000+10:00,0.02,mg/L,0.01,,,,,,,,,
WULM,Dissolved Reactive Phosphorus as P,2025-09-15 12:00:00.000+10:00,,mg/L,0.01,,,,,,,,,
WULW,Dissolved Reactive Phosphorus as P,2025-09-15 12:00:00.000+10:00,,mg/L,0.01,,,,,,,,,
WULE,Dissolved Reactive Phosphorus as P,2025-09-15 12:00:00.000+10:00,,mg/L,0.01,,,,,,,,,
WULM,Nitrate as N,2025-09-15 12:00:00.000+10:00,0.06,mg/L,0.01,,,,,,,,,
WULE,Nitrate as N,2025-09-15 12:00:00.000+10:00,0.06,mg/L,0.01,,,,,,,,,
WULW,Nitrate as N,2025-09-15 12:00:00.000+10:00,0.06,mg/L,0.01,,,,,,,,,
WULE,Nitrite + Nitrate as N,2025-09-15 12:00:00.000+10:00,0.06,mg/L,0.01,,,,,,,,,
WULW,Nitrite + Nitrate as N,2025-09-15 12:00:00.000+10:00,0.06,mg/L,0.01,,,,,,,,,
WULM,Nitrite + Nitrate as N,2025-09-15 12:00:00.000+10:00,0.06,mg/L,0.01,,,,,,,,,
WULW,Nitrite as N,2025-09-15 12:00:00.000+10:00,,mg/L,0.01,,,,,,,,,
WULM,Nitrite as N,2025-09-15 12:00:00.000+10:00,,mg/L,0.01,,,,,,,,,
WULE,Nitrite as N,2025-09-15 12:00:00.000+10:00,,mg/L,0.01,,,,,,,,,
WULW,Total Kjeldahl Nitrogen as N,2025-09-15 12:00:00.000+10:00,0.4,mg/L,0.1,,,,,,,,,
WULM,Total Kjeldahl Nitrogen as N,2025-09-15 12:00:00.000+10:00,0.4,mg/L,0.1,,,,,,,,,
WULE,Total Kjeldahl Nitrogen as N,2025-09-15 12:00:00.000+10:00,0.4,mg/L,0.1,,,,,,,,,
WULE,Total Nitrogen as N,2025-09-15 12:00:00.000+10:00,0.5,mg/L,0.1,,,,,,,,,
WULM,Total Nitrogen as N,2025-09-15 12:00:00.000+10:00,0.5,mg/L,0.1,,,,,,,,,
WULW,Total Nitrogen as N,2025-09-15 12:00:00.000+10:00,0.5,mg/L,0.1,,,,,,,,,
WULE,Total Phosphorus as P,2025-09-15 12:00:00.000+10:00,0.02,mg/L,0.01,,,,,,,,,
WULW,Total Phosphorus as P,2025-09-15 12:00:00.000+10:00,0.03,mg/L,0.01,,,,,,,,,
WULM,Total Phosphorus as P,2025-09-15 12:00:00.000+10:00,0.05,mg/L,0.01,,,,,,,,,
WULW,Total suspended solids,2025-09-15 12:00:00.000+10:00,,mg/L,5,,,,,,,,,
WULM,Total suspended solids,2025-09-15 12:00:00.000+10:00,,mg/L,5,,,,,,,,,
WULE,Total suspended solids,2025-09-15 12:00:00.000+10:00,,mg/L,5,,,,,,,,,
WULW,Ammonia as N,2025-09-01 12:00:00.000+10:00,0.05,mg/L,0.01,,,,,,,,,
WULE,Ammonia as N,2025-09-01 12:00:00.000+10:00,0.06,mg/L,0.01,,,,,,,,,
WULM,Ammonia as N,2025-09-01 12:00:00.000+10:00,0.06,mg/L,0.01,,,,,,,,,
WULE,Dissolved Reactive Phosphorus as P,2025-09-01 12:00:00.000+10:00,,mg/L,0.01,,,,,,,,,
WULW,Dissolved Reactive Phosphorus as P,2025-09-01 12:00:00.000+10:00,,mg/L,0.01,,,,,,,,,
WULM,Dissolved Reactive Phosphorus as P,2025-09-01 12:00:00.000+10:00,,mg/L,0.01,,,,,,,,,
WULW,Nitrate as N,2025-09-01 12:00:00.000+10:00,0.09,mg/L,0.01,,,,,,,,,
WULE,Nitrate as N,2025-09-01 12:00:00.000+10:00,0.09,mg/L,0.01,,,,,,,,,
WULM,Nitrate as N,2025-09-01 12:00:00.000+10:00,0.09,mg/L,0.01,,,,,,,,,
WULM,Nitrite + Nitrate as N,2025-09-01 12:00:00.000+10:00,0.09,mg/L,0.01,,,,,,,,,
WULE,Nitrite + Nitrate as N,2025-09-01 12:00:00.000+10:00,0.09,mg/L,0.01,,,,,,,,,
WULW,Nitrite + Nitrate as N,2025-09-01 12:00:00.000+10:00,0.09,mg/L,0.01,,,,,,,,,
WULW,Nitrite as N,2025-09-01 12:00:00.000+10:00,,mg/L,0.01,,,,,,,,,
WULM,Nitrite as N,2025-09-01 12:00:00.000+10:00,,mg/L,0.01,,,,,,,,,
WULE,Nitrite as N,2025-09-01 12:00:00.000+10:00,,mg/L,0.01,,,,,,,,,
WULW,Total Kjeldahl Nitrogen as N,2025-09-01 12:00:00.000+10:00,0.5,mg/L,0.1,,,,,,,,,
WULE,Total Kjeldahl Nitrogen as N,2025-09-01 12:00:00.000+10:00,0.5,mg/L,0.1,,,,,,,,,
WULM,Total Kjeldahl Nitrogen as N,2025-09-01 12:00:00.000+10:00,0.5,mg/L,0.1,,,,,,,,,
WULM,Total Nitrogen as N,2025-09-01 12:00:00.000+10:00,0.6,mg/L,0.1,,,,,,,,,
WULW,Total Nitrogen as N,2025-09-01 12:00:00.000+10:00,0.6,mg/L,0.1,,,,,,,,,
WULE,Total Nitrogen as N,2025-09-01 12:00:00.000+10:00,0.6,mg/L,0.1,,,,,,,,,
WULE,Total Phosphorus as P,2025-09-01 12:00:00.000+10:00,0.04,mg/L,0.01,,,,,,,,,
WULM,Total Phosphorus as P,2025-09-01 12:00:00.000+10:00,0.01,mg/L,0.01,,,,,,,,,
WULW,Total Phosphorus as P,2025-09-01 12:00:00.000+10:00,0.02,mg/L,0.01,,,,,,,,,
WULE,Total suspended solids,2025-09-01 12:00:00.000+10:00,,mg/L,5,,,,,,,,,
WULM,Total suspended solids,2025-09-01 12:00:00.000+10:00,,mg/L,5,,,,,,,,,
WULW,Total suspended solids,2025-09-01 12:00:00.000+10:00,,mg/L,5,,,,,,,,,
WULE,Ammonia as N,2025-08-04 12:00:00.000+10:00,0.04,mg/L,0.01,,,,,,,,,
WULM,Ammonia as N,2025-08-04 12:00:00.000+10:00,0.04,mg/L,0.01,,,,,,,,,
WULW,Ammonia as N,2025-08-04 12:00:00.000+10:00,0.07,mg/L,0.01,,,,,,,,,
WULE,Dissolved Reactive Phosphorus as P,2025-08-04 12:00:00.000+10:00,,mg/L,0.01,,,,,,,,,
WULW,Dissolved Reactive Phosphorus as P,2025-08-04 12:00:00.000+10:00,,mg/L,0.01,,,,,,,,,
WULM,Dissolved Reactive Phosphorus as P,2025-08-04 12:00:00.000+10:00,,mg/L,0.01,,,,,,,,,
WULM,Nitrate as N,2025-08-04 12:00:00.000+10:00,0.07,mg/L,0.01,,,,,,,,,
WULE,Nitrate as N,2025-08-04 12:00:00.000+10:00,0.08,mg/L,0.01,,,,,,,,,
WULW,Nitrate as N,2025-08-04 12:00:00.000+10:00,0.08,mg/L,0.01,,,,,,,,,
